37.6395955088865 15.1620469291816 206.0 11:42:00
37.6396 15.16206 205.0 11:42:00
37.63979 15.16194 205.0 11:42:00
37.64 15.16186 204.0 11:42:03
37.64032 15.16177 202.0 11:42:05
37.64057 15.16175 202.0 11:42:09
37.64109 15.16164 204.0 11:42:13
37.64139 15.16156 205.0 11:42:39
37.64162 15.16146 205.0 11:42:54
37.64177 15.16136 205.0 11:42:58
37.64126 15.16154 205.0 11:43:01
37.64 15.16182 204.0 11:43:10
37.63954 15.16204 206.0 11:43:33
37.63856 15.16245 207.0 11:43:57
37.63823 15.1626 206.0 11:44:15
37.63805 15.16273 205.0 11:44:20
37.63719 15.16309 206.0 11:44:22
37.63685 15.16238 209.0 11:44:38
37.63568 15.16306 210.0 11:45:10
37.63516 15.16329 207.0 11:45:33
37.63472 15.16346 204.0 11:45:40
37.6336 15.16376 199.0 11:45:46
37.63313 15.16386 197.0 11:46:01
37.63141 15.16425 194.0 11:46:07
37.63107 15.1643 195.0 11:46:34
37.63095 15.16427 195.0 11:46:51
37.63083 15.16423 195.0 11:46:53
37.63044 15.16396 195.0 11:46:55
37.63028 15.16388 195.0 11:47:03
37.63011 15.16383 195.0 11:47:06
37.62977 15.16379 195.0 11:47:09
37.62967 15.1638 195.0 11:47:15
37.62928 15.1639 194.0 11:47:16
37.62905 15.16399 194.0 11:47:22
37.6285 15.1643 194.0 11:47:26
37.62836 15.16436 195.0 11:47:36
37.62814 15.1644 195.0 11:47:43
37.62799 15.16438 195.0 11:47:47
37.62781 15.16433 196.0 11:47:49
37.62769 15.16426 196.0 11:47:58
37.62751 15.1641 196.0 11:48:00
37.62733 15.1639 196.0 11:48:04
37.62731 15.16377 196.0 11:48:08
37.62722 15.16374 196.0 11:48:09
37.6271 15.1638 196.0 11:48:10
37.62706 15.16387 196.0 11:48:12
37.62702 15.16396 196.0 11:48:13
37.62703 15.16405 196.0 11:48:14
37.62701 15.16414 196.0 11:48:15
37.62679 15.16457 196.0 11:48:16
37.62641 15.16507 196.0 11:48:23
37.62487 15.16723 195.0 11:48:32
37.62471 15.16742 195.0 11:49:13
37.62447 15.16767 194.0 11:49:16
37.62408 15.16805 194.0 11:49:20
37.62389 15.16819 194.0 11:49:28
37.62369 15.16829 194.0 11:49:32
37.62332 15.16825 195.0 11:49:35
37.62311 15.16821 195.0 11:49:53
37.62269 15.16815 195.0 11:49:56
37.6224 15.16807 193.0 11:50:03
37.62182 15.16809 188.0 11:50:06
37.62174 15.16811 187.0 11:50:13
37.62147 15.16824 184.0 11:50:14
37.62138 15.16826 183.0 11:50:17
37.62115 15.16826 180.0 11:50:18
37.62083 15.1682 177.0 11:50:21
37.62065 15.16813 178.0 11:50:25
37.6207 15.16721 182.0 11:50:34
